Source,Site,Month,Year,Parameter,Value,Units
DEP,ILW115,5,2022,TKN,0.02984,mg/L
DEP,HIL060,2,2022,TKN,0.252,mg/L
DEP,BOC081,5,2022,TKN,0.02984,mg/L
DEP,BOC074,3,2022,TKN,0.04,mg/L
DEP,JUP120,3,2022,TKN,0.04,mg/L
DEP,PEV047,7,2022,TKN,0.02984,mg/L
DEP,ILW113,6,2022,TKN,0.02984,mg/L
DEP,ILW114,7,2022,TKN,0.02984,mg/L
DEP,BOC075,2,2022,TKN,0.04,mg/L
DEP,PEV052,2,2022,TKN,0.04,mg/L
DEP,STL164,5,2022,TKN,0.02984,mg/L
DEP,JUP120,1,2022,TKN,0.045,mg/L
DEP,HIL051,1,2022,TKN,0.04,mg/L
DEP,ILW118,2,2022,TKN,0.04,mg/L
DEP,ILW115,2,2022,TKN,0.04,mg/L
DEP,STL172,2,2022,TKN,0.04,mg/L
DEP,PEV045,8,2022,TKN,0.03563,mg/L
DEP,JUP127,4,2022,TKN,0.059,mg/L
DEP,BOC078,4,2022,TKN,0.04,mg/L
DEP,STL163,4,2022,TKN,0.04,mg/L
DEP,GOC010,6,2022,TKN,0.02984,mg/L
DEP,BOY101,8,2022,TKN,0.03316,mg/L
DEP,BOY092,8,2022,TKN,0.03252,mg/L
DEP,STL170,8,2022,TKN,0.02984,mg/L
DEP,PEV049,7,2022,TKN,0.02984,mg/L
DEP,PEV053,4,2022,TKN,0.04,mg/L
DEP,HIL059,1,2022,TKN,0.04,mg/L
DEP,ILW117,7,2022,TKN,0.02984,mg/L
DEP,PEV049,5,2022,TKN,0.02984,mg/L
DEP,PEV048,5,2022,TKN,0.02984,mg/L
DEP,HIL050,5,2022,TKN,0.03036,mg/L
DEP,GOC004,7,2022,TKN,0.04372,mg/L
DEP,BOY092,7,2022,TKN,0.05896,mg/L
DEP,BOY098,2,2022,TKN,0.04,mg/L
DEP,BOY091,8,2022,TKN,0.02984,mg/L
DEP,GOC011,6,2022,TKN,0.0565,mg/L
DEP,STL164,6,2022,TKN,0.02984,mg/L
DEP,ILW119,4,2022,TKN,0.04,mg/L
DEP,HIL055,2,2022,TKN,0.04,mg/L
DEP,HIL052,2,2022,TKN,0.04,mg/L
DEP,GOC006,9,2022,TKN,0.0399,mg/L
DEP,HIL059,7,2022,TKN,0.02984,mg/L
DEP,JUP129,6,2022,TKN,0.02984,mg/L
DEP,GOC005,3,2022,TKN,0.04,mg/L
DEP,PEV043,8,2022,TKN,0.07164,mg/L
DEP,STL167,1,2022,TKN,0.04,mg/L
DEP,BAK031,5,2022,TKN,0.02984,mg/L
DEP,BAK023,4,2022,TKN,0.04,mg/L
DEP,PEV047,8,2022,TKN,0.02984,mg/L
DEP,GOC005,1,2022,TKN,0.04,mg/L
DEP,BOC073,8,2022,TKN,0.08633,mg/L
DEP,PEV042,4,2022,TKN,0.04,mg/L
DEP,JUP124,7,2022,TKN,0.02984,mg/L
DEP,JUP129,4,2022,TKN,0.316,mg/L
DEP,PEV040,6,2022,TKN,0.114,mg/L
DEP,PEV041,8,2022,TKN,0.04828,mg/L
DEP,PEV046,5,2022,TKN,0.02984,mg/L
DEP,PEV041,5,2022,TKN,0.02984,mg/L
DEP,JUP122,4,2022,TKN,0.066,mg/L
DEP,HIL057,7,2022,TKN,0.05761,mg/L
DEP,BOC078,7,2022,TKN,0.02984,mg/L
DEP,STL172,9,2022,TKN,0.04804,mg/L
DEP,BOC079,7,2022,TKN,0.02984,mg/L
DEP,BAK021,7,2022,TKN,0.02984,mg/L
DEP,BAK022,7,2022,TKN,0.02984,mg/L
DEP,STL167,6,2022,TKN,0.02984,mg/L
DEP,BOC075,6,2022,TKN,0.02984,mg/L
DEP,BAK020,6,2022,TKN,0.06182,mg/L
DEP,PEV052,7,2022,TKN,0.02984,mg/L
DEP,HIL053,2,2022,TKN,0.04,mg/L
DEP,STL162,1,2022,TKN,0.04,mg/L
DEP,PEV049,1,2022,TKN,0.04,mg/L
DEP,BOY095,6,2022,TKN,0.02984,mg/L
DEP,HIL058,2,2022,TKN,0.04,mg/L
DEP,BOC070,4,2022,TKN,0.04,mg/L
DEP,GOC004,4,2022,TKN,0.054,mg/L
DEP,BOC075,5,2022,TKN,0.02984,mg/L
DEP,BAK028,1,2022,TKN,0.04,mg/L
DEP,ILW117,9,2022,TKN,0.04217,mg/L
DEP,JUP128,7,2022,TKN,0.02984,mg/L
DEP,STL164,1,2022,TKN,0.044,mg/L
DEP,PEV053,8,2022,TKN,0.02984,mg/L
DEP,BOY094,9,2022,TKN,0.02984,mg/L
DEP,BOC077,5,2022,TKN,0.02984,mg/L
DEP,JUP122,7,2022,TKN,0.02984,mg/L
DEP,BOY099,6,2022,TKN,0.02984,mg/L
DEP,JUP125,4,2022,TKN,0.057,mg/L
DEP,BAK027,7,2022,TKN,0.02984,mg/L
DEP,HIL050,7,2022,TKN,0.04428,mg/L
DEP,JUP124,7,2022,TKN,0.02984,mg/L
DEP,PEV052,4,2022,TKN,0.04,mg/L
DEP,HIL053,4,2022,TKN,0.04,mg/L
DEP,BOC074,1,2022,TKN,0.04,mg/L
DEP,GOC009,3,2022,TKN,0.04,mg/L
DEP,BOC074,7,2022,TKN,0.02984,mg/L
DEP,PEV053,6,2022,TKN,0.02984,mg/L
DEP,PEV047,3,2022,TKN,0.04,mg/L
DEP,JUP125,2,2022,TKN,0.04,mg/L
DEP,BAK029,5,2022,TKN,0.02984,mg/L
DEP,BOY097,2,2022,TKN,0.04,mg/L
DEP,BOY097,2,2022,TKN,0.04,mg/L
DEP,BAK026,5,2022,TKN,0.04022,mg/L
DEP,JUP125,6,2022,TKN,0.02984,mg/L
DEP,JUP124,6,2022,TKN,0.02984,mg/L
DEP,BOC073,6,2022,TKN,0.2142,mg/L
DEP,JUP124,2,2022,TKN,0.04,mg/L
DEP,BAK023,3,2022,TKN,0.04,mg/L
DEP,BOY100,2,2022,TKN,0.04,mg/L
DEP,BAK021,2,2022,TKN,0.04,mg/L
DEP,BOY097,8,2022,TKN,0.04451,mg/L
DEP,BAK029,2,2022,TKN,0.04,mg/L
DEP,JUP125,3,2022,TKN,0.04,mg/L
DEP,BOC083,5,2022,TKN,0.1136,mg/L
DEP,PEV053,3,2022,TKN,0.04,mg/L
DEP,HIL059,1,2022,TKN,0.04,mg/L
DEP,PEV042,8,2022,TKN,0.02984,mg/L
DEP,ILW118,7,2022,TKN,0.02997,mg/L
DEP,BOY101,9,2022,TKN,0.02984,mg/L
DEP,STL172,6,2022,TKN,0.02984,mg/L
DEP,BAK033,3,2022,TKN,0.04,mg/L
DEP,BOC076,7,2022,TKN,0.02984,mg/L
DEP,PEV047,6,2022,TKN,0.02984,mg/L
DEP,BOC074,6,2022,TKN,0.05678,mg/L
DEP,BAK031,6,2022,TKN,0.02984,mg/L
DEP,PEV046,4,2022,TKN,0.04,mg/L
DEP,HIL056,4,2022,TKN,0.04,mg/L
DEP,BAK027,6,2022,TKN,0.03472,mg/L
DEP,PEV047,3,2022,TKN,0.054,mg/L
DEP,BOC077,4,2022,TKN,0.04,mg/L
DEP,JUP121,9,2022,TKN,0.05485,mg/L
DEP,STL161,6,2022,TKN,0.05966,mg/L
DEP,GOC004,3,2022,TKN,0.04,mg/L
DEP,PEV040,4,2022,TKN,0.04,mg/L
DEP,BAK020,3,2022,TKN,0.04,mg/L
DEP,JUP127,7,2022,TKN,0.02984,mg/L
DEP,HIL058,6,2022,TKN,0.02984,mg/L
DEP,JUP124,6,2022,TKN,0.02984,mg/L
DEP,STL168,6,2022,TKN,0.02984,mg/L
DEP,BOY098,6,2022,TKN,0.02984,mg/L
DEP,HIL055,5,2022,TKN,0.02984,mg/L
DEP,ILW112,7,2022,TKN,0.02984,mg/L
DEP,STL165,6,2022,TKN,0.02984,mg/L
DEP,BOY092,9,2022,TKN,0.04238,mg/L
DEP,GOC003,5,2022,TKN,0.05139,mg/L
DEP,STL165,4,2022,TKN,0.04,mg/L
DEP,JUP122,3,2022,TKN,0.04,mg/L
DEP,BOC074,7,2022,TKN,0.02984,mg/L
DEP,HIL057,2,2022,TKN,0.04,mg/L
DEP,PEV040,6,2022,TKN,0.02984,mg/L
DEP,PEV045,5,2022,TKN,0.02984,mg/L
DEP,GOC001,8,2022,TKN,0.03536,mg/L
DEP,BOC081,6,2022,TKN,0.1427,mg/L
DEP,GOC008,1,2022,TKN,0.04,mg/L
DEP,JUP121,6,2022,TKN,0.02984,mg/L
DEP,PEV040,3,2022,TKN,0.04,mg/L
DEP,BOC074,2,2022,TKN,0.04,mg/L
DEP,BOC076,8,2022,TKN,0.07644,mg/L
DEP,HIL055,2,2022,TKN,0.04,mg/L
DEP,GOC005,5,2022,TKN,0.02984,mg/L
DEP,PEV043,5,2022,TKN,0.02984,mg/L
DEP,BOC076,5,2022,TKN,0.02984,mg/L
DEP,PEV052,3,2022,TKN,0.043,mg/L
DEP,JUP126,2,2022,TKN,0.04,mg/L
DEP,BOY101,4,2022,TKN,0.055,mg/L
DEP,STL167,8,2022,TKN,0.02984,mg/L
DEP,PEV045,4,2022,TKN,0.04,mg/L
DEP,BOC082,6,2022,TKN,0.05858,mg/L
DEP,GOC008,9,2022,TKN,0.08398,mg/L
DEP,BAK022,3,2022,TKN,0.04,mg/L
DEP,BOC073,5,2022,TKN,0.02984,mg/L
DEP,BAK029,8,2022,TKN,0.04823,mg/L
DEP,JUP125,6,2022,TKN,0.02984,mg/L
DEP,STL171,7,2022,TKN,0.04564,mg/L
DEP,BOY092,5,2022,TKN,0.02984,mg/L
DEP,HIL053,7,2022,TKN,0.02984,mg/L
DEP,BAK027,3,2022,TKN,0.04,mg/L
DEP,JUP120,8,2022,TKN,0.05277,mg/L
DEP,BOY092,6,2022,TKN,0.02984,mg/L
DEP,PEV046,11,2022,TKN,0.02984,mg/L
DEP,ILW118,10,2022,TKN,0.04363,mg/L
DEP,ILW118,10,2022,TKN,0.04016,mg/L
DEP,GOC006,10,2022,TKN,0.05728,mg/L
DEP,GOC011,10,2022,TKN,0.07532,mg/L
DEP,HIL051,11,2022,TKN,0.02984,mg/L
DEP,HIL051,11,2022,TKN,0.02984,mg/L
DEP,GOC010,10,2022,TKN,0.02984,mg/L
DEP,BOC077,11,2022,TKN,0.02984,mg/L
DEP,BOC079,11,2022,TKN,0.02984,mg/L
DEP,BOC079,11,2022,TKN,0.05974,mg/L
DEP,BOC074,11,2022,TKN,0.03885,mg/L
DEP,ILW111,10,2022,TKN,0.1291,mg/L
DEP,ILW110,10,2022,TKN,0.02984,mg/L
DEP,ILW110,10,2022,TKN,0.02984,mg/L
DEP,HIL059,10,2022,TKN,0.02984,mg/L
DEP,HIL052,10,2022,TKN,0.2169,mg/L
DEP,STL161,10,2022,TKN,0.1955,mg/L
DEP,JUP129,10,2022,TKN,0.1961,mg/L
DEP,JUP126,10,2022,TKN,0.1605,mg/L
DEP,BOY095,11,2022,TKN,0.02984,mg/L
DEP,STL166,11,2022,TKN,0.1532,mg/L
DEP,STL163,11,2022,TKN,0.155,mg/L
DEP,PEV053,11,2022,TKN,0.02984,mg/L
DEP,PEV052,11,2022,TKN,0.02984,mg/L
DEP,PEV049,11,2022,TKN,0.02984,mg/L
DEP,PEV048,11,2022,TKN,0.02984,mg/L
DEP,GOC012,10,2022,TKN,0.0467,mg/L
DEP,GOC014,10,2022,TKN,0.424,mg/L
DEP,BOY100,11,2022,TKN,0.02984,mg/L
DEP,HIL050,11,2022,TKN,0.08586,mg/L
DEP,HIL053,11,2022,TKN,0.07675,mg/L
DEP,HIL053,11,2022,TKN,0.02984,mg/L
DEP,GOC015,10,2022,TKN,0.06203,mg/L
DEP,STL167,11,2022,TKN,0.0977,mg/L
DEP,BOC070,11,2022,TKN,0.08899,mg/L
DEP,ILW110,11,2022,TKN,0.03214,mg/L
DEP,PEV044,10,2022,TKN,0.07564,mg/L
DEP,PEV044,10,2022,TKN,0.07634,mg/L
DEP,BAK031,10,2022,TKN,0.05709,mg/L
DEP,GOC001,10,2022,TKN,0.09299,mg/L
DEP,GOC001,10,2022,TKN,0.04195,mg/L
DEP,GOC006,10,2022,TKN,0.05597,mg/L
DEP,HIL051,10,2022,TKN,0.03687,mg/L
DEP,STL166,10,2022,TKN,0.1297,mg/L
DEP,BAK023,10,2022,TKN,0.09972,mg/L
DEP,BAK020,10,2022,TKN,0.1055,mg/L
DEP,STL168,11,2022,TKN,0.09345,mg/L
DEP,BOC078,10,2022,TKN,0.04044,mg/L
DEP,BOC078,10,2022,TKN,0.06832,mg/L
DEP,BOC077,10,2022,TKN,0.05609,mg/L
DEP,BOC079,10,2022,TKN,0.06243,mg/L
DEP,BOC079,10,2022,TKN,0.1005,mg/L
DEP,BAK030,11,2022,TKN,0.1666,mg/L
DEP,BAK033,11,2022,TKN,0.02984,mg/L
DEP,GOC002,11,2022,TKN,0.02984,mg/L
DEP,GOC004,11,2022,TKN,0.02984,mg/L
DEP,BAK025,10,2022,TKN,0.03188,mg/L
DEP,PEV052,10,2022,TKN,0.03561,mg/L
DEP,BAK025,10,2022,TKN,0.03965,mg/L
DEP,BAK022,10,2022,TKN,0.04676,mg/L
DEP,JUP123,10,2022,TKN,0.121,mg/L
DEP,JUP120,10,2022,TKN,0.1923,mg/L
DEP,GOC007,10,2022,TKN,0.02984,mg/L
DEP,BAK022,11,2022,TKN,0.02984,mg/L
DEP,HIL056,10,2022,TKN,0.0512,mg/L
DEP,HIL055,10,2022,TKN,0.06588,mg/L
DEP,HIL055,10,2022,TKN,0.0624,mg/L
DEP,ILW119,10,2022,TKN,0.06242,mg/L
DEP,BOC072,11,2022,TKN,0.05466,mg/L
DEP,BOC072,11,2022,TKN,0.04581,mg/L
DEP,BOC070,11,2022,TKN,0.167,mg/L
DEP,BOC073,11,2022,TKN,0.06135,mg/L
DEP,PEV049,10,2022,TKN,0.04089,mg/L
DEP,PEV048,10,2022,TKN,0.04232,mg/L
DEP,BAK022,11,2022,TKN,0.02984,mg/L
DEP,BAK020,11,2022,TKN,0.07968,mg/L
DEP,BAK020,11,2022,TKN,0.03576,mg/L
DEP,BAK023,11,2022,TKN,0.08996,mg/L
DEP,BAK021,11,2022,TKN,0.02984,mg/L
DEP,BOC082,10,2022,TKN,0.04351,mg/L
DEP,STL170,10,2022,TKN,0.09979,mg/L
DEP,STL162,10,2022,TKN,0.1039,mg/L
DEP,STL162,10,2022,TKN,0.1017,mg/L
DEP,STL171,10,2022,TKN,0.1324,mg/L
DEP,STL171,10,2022,TKN,0.1309,mg/L
DEP,BOC076,11,2022,TKN,0.0651,mg/L
DEP,BOC076,11,2022,TKN,0.02984,mg/L
DEP,BAK027,11,2022,TKN,0.02984,mg/L
DEP,BAK024,11,2022,TKN,0.02984,mg/L
DEP,PEV041,11,2022,TKN,0.06132,mg/L
DEP,ILW112,10,2022,TKN,0.02984,mg/L
DEP,ILW113,10,2022,TKN,0.09029,mg/L
DEP,ILW113,10,2022,TKN,0.02984,mg/L
DEP,JUP126,11,2022,TKN,0.02984,mg/L
DEP,PEV046,10,2022,TKN,0.03267,mg/L
DEP,STL163,11,2022,TKN,0.1191,mg/L
DEP,ILW115,10,2022,TKN,0.05611,mg/L
DEP,STL164,11,2022,TKN,0.08333,mg/L
DEP,STL165,11,2022,TKN,0.09503,mg/L
DEP,STL165,11,2022,TKN,0.1138,mg/L
DEP,STL161,11,2022,TKN,0.2352,mg/L
DEP,BAK026,11,2022,TKN,0.02984,mg/L
DEP,BOC078,11,2022,TKN,0.02984,mg/L
DEP,BOY099,11,2022,TKN,0.02984,mg/L
DEP,PEV042,11,2022,TKN,0.02984,mg/L
DEP,BOC081,10,2022,TKN,0.07179,mg/L
DEP,JUP124,11,2022,TKN,0.02984,mg/L
DEP,JUP124,11,2022,TKN,0.02984,mg/L
DEP,JUP128,11,2022,TKN,0.0457,mg/L
DEP,HIL063,11,2022,TKN,0.02984,mg/L
DEP,HIL062,11,2022,TKN,0.02984,mg/L
DEP,BOY098,11,2022,TKN,0.02984,mg/L
DEP,BAK031,11,2022,TKN,0.09318,mg/L
DEP,GOC006,11,2022,TKN,0.02984,mg/L
DEP,GOC001,11,2022,TKN,0.03969,mg/L
DEP,HIL062,10,2022,TKN,0.03785,mg/L
DEP,HIL060,10,2022,TKN,0.208,mg/L
DEP,HIL061,10,2022,TKN,0.05425,mg/L
DEP,HIL054,10,2022,TKN,0.04452,mg/L
DEP,STL168,11,2022,TKN,0.2449,mg/L
DEP,STL172,11,2022,TKN,0.1885,mg/L
DEP,STL170,11,2022,TKN,0.07551,mg/L
DEP,STL169,11,2022,TKN,0.1577,mg/L
DEP,GOC008,11,2022,TKN,0.09238,mg/L
DEP,GOC001,11,2022,TKN,0.04004,mg/L
DEP,GOC005,11,2022,TKN,0.02984,mg/L
DEP,BOC075,10,2022,TKN,0.1551,mg/L
DEP,PEV051,10,2022,TKN,0.1352,mg/L
DEP,PEV050,10,2022,TKN,0.417,mg/L
DEP,BOC071,10,2022,TKN,0.04362,mg/L
DEP,BOC080,10,2022,TKN,0.07992,mg/L
DEP,STL170,10,2022,TKN,0.1108,mg/L
DEP,GOC010,11,2022,TKN,0.02984,mg/L
DEP,GOC009,11,2022,TKN,0.02984,mg/L
DEP,GOC011,10,2022,TKN,0.0328,mg/L
DEP,GOC009,10,2022,TKN,0.03762,mg/L
DEP,GOC012,11,2022,TKN,0.02984,mg/L
DEP,GOC010,11,2022,TKN,0.02984,mg/L
DEP,BOC073,10,2022,TKN,0.02984,mg/L
DEP,BOC076,10,2022,TKN,0.02984,mg/L
DEP,BOY101,10,2022,TKN,0.05177,mg/L
DEP,BOY101,10,2022,TKN,0.02984,mg/L
DEP,BOY092,10,2022,TKN,0.04187,mg/L
DEP,JUP128,10,2022,TKN,0.1622,mg/L
DEP,JUP128,10,2022,TKN,0.08876,mg/L
DEP,JUP127,10,2022,TKN,0.1682,mg/L
DEP,BOC074,11,2022,TKN,0.0579,mg/L
DEP,BOY099,11,2022,TKN,0.02984,mg/L
DEP,JUP127,10,2022,TKN,0.1269,mg/L
DEP,BAK021,10,2022,TKN,0.03063,mg/L
DEP,BAK021,10,2022,TKN,0.03475,mg/L
DEP,BAK029,10,2022,TKN,0.02984,mg/L
DEP,BAK028,10,2022,TKN,0.03933,mg/L
DEP,ILW117,10,2022,TKN,0.02984,mg/L
DEP,BOY097,10,2022,TKN,0.0696,mg/L
DEP,BOY095,10,2022,TKN,0.02984,mg/L
DEP,BOY099,10,2022,TKN,0.07994,mg/L
DEP,ILW119,11,2022,TKN,0.02984,mg/L
DEP,ILW119,11,2022,TKN,0.02984,mg/L
DEP,ILW115,11,2022,TKN,0.02984,mg/L
DEP,ILW115,11,2022,TKN,0.03799,mg/L
DEP,GOC004,10,2022,TKN,0.08166,mg/L
DEP,GOC002,10,2022,TKN,0.0746,mg/L
DEP,GOC003,10,2022,TKN,0.1034,mg/L
DEP,STL162,11,2022,TKN,0.1923,mg/L
DEP,STL162,11,2022,TKN,0.1402,mg/L
DEP,ILW117,10,2022,TKN,0.02984,mg/L
DEP,BOY097,10,2022,TKN,0.03718,mg/L
DEP,JUP125,10,2022,TKN,0.1303,mg/L
DEP,BOY100,10,2022,TKN,0.03559,mg/L
DEP,HIL056,10,2022,TKN,0.07642,mg/L
DEP,HIL058,10,2022,TKN,0.06158,mg/L
DEP,BOY094,10,2022,TKN,0.02984,mg/L
DEP,JUP125,11,2022,TKN,0.02984,mg/L
DEP,JUP126,10,2022,TKN,0.08882,mg/L
DEP,BAK029,11,2022,TKN,0.05854,mg/L
DEP,BAK028,11,2022,TKN,0.02984,mg/L
DEP,BAK028,11,2022,TKN,0.05216,mg/L
DEP,PEV041,10,2022,TKN,0.04276,mg/L
DEP,ILW113,11,2022,TKN,0.02984,mg/L
DEP,ILW111,11,2022,TKN,0.03516,mg/L
DEP,ILW110,11,2022,TKN,0.04567,mg/L
DEP,GOC011,11,2022,TKN,0.02984,mg/L
DEP,GOC006,11,2022,TKN,0.04354,mg/L
DEP,ILW114,10,2022,TKN,0.04027,mg/L
DEP,ILW119,10,2022,TKN,0.0476,mg/L
DEP,ILW115,10,2022,TKN,0.04508,mg/L
DEP,STL164,11,2022,TKN,0.1298,mg/L
DEP,STL161,11,2022,TKN,0.2214,mg/L
DEP,JUP127,11,2022,TKN,0.04969,mg/L
DEP,STL172,10,2022,TKN,0.1153,mg/L
DEP,ILW116,11,2022,TKN,0.02984,mg/L
DEP,PEV041,10,2022,TKN,0.05122,mg/L
DEP,GOC005,10,2022,TKN,0.03265,mg/L
DEP,GOC008,10,2022,TKN,0.03586,mg/L
DEP,GOC004,10,2022,TKN,0.05517,mg/L
DEP,JUP122,10,2022,TKN,0.1681,mg/L
DEP,BAK025,11,2022,TKN,0.02984,mg/L
DEP,BAK023,11,2022,TKN,0.02984,mg/L
DEP,GOC005,11,2022,TKN,0.02984,mg/L
DEP,GOC007,11,2022,TKN,0.02984,mg/L
DEP,BAK030,10,2022,TKN,0.1089,mg/L
DEP,BAK024,10,2022,TKN,0.04949,mg/L
DEP,BAK024,10,2022,TKN,0.04658,mg/L
DEP,GOC009,10,2022,TKN,0.02984,mg/L
DEP,GOC007,11,2022,TKN,0.02984,mg/L
DEP,PEV051,11,2022,TKN,0.08182,mg/L
DEP,ILW114,11,2022,TKN,0.04784,mg/L
DEP,ILW114,11,2022,TKN,0.03202,mg/L
DEP,BOC078,11,2022,TKN,0.02984,mg/L
DEP,BOC071,11,2022,TKN,0.02984,mg/L
DEP,BOC083,11,2022,TKN,0.02984,mg/L
DEP,BOC080,11,2022,TKN,0.05802,mg/L
DEP,ILW112,11,2022,TKN,0.02984,mg/L
DEP,HIL055,11,2022,TKN,0.03761,mg/L
DEP,BAK029,10,2022,TKN,0.02984,mg/L
DEP,ILW116,11,2022,TKN,0.02984,mg/L
DEP,PEV046,10,2022,TKN,0.05155,mg/L
DEP,STL161,10,2022,TKN,0.2041,mg/L
DEP,BOY091,11,2022,TKN,0.02984,mg/L
DEP,PEV042,10,2022,TKN,0.066,mg/L
DEP,PEV042,10,2022,TKN,0.08793,mg/L
DEP,BOY090,11,2022,TKN,0.02984,mg/L
DEP,BOY093,11,2022,TKN,0.02984,mg/L
DEP,BOY097,11,2022,TKN,0.02984,mg/L
DEP,PEV040,10,2022,TKN,0.08363,mg/L
DEP,PEV043,10,2022,TKN,0.03854,mg/L
DEP,BOC081,11,2022,TKN,0.02984,mg/L
DEP,HIL058,11,2022,TKN,0.02984,mg/L
DEP,BOY097,11,2022,TKN,0.02984,mg/L
DEP,BOY095,11,2022,TKN,0.02984,mg/L
DEP,PEV045,10,2022,TKN,0.05619,mg/L
DEP,BAK027,10,2022,TKN,0.02996,mg/L
DEP,PEV047,10,2022,TKN,0.06707,mg/L
DEP,PEV042,11,2022,TKN,0.06054,mg/L
DEP,GOC003,10,2022,TKN,0.03592,mg/L
DEP,JUP129,11,2022,TKN,0.02984,mg/L
DEP,PEV043,11,2022,TKN,0.02984,mg/L
DEP,STL169,10,2022,TKN,0.1133,mg/L
DEP,BAK027,10,2022,TKN,0.069,mg/L
DEP,BOY090,10,2022,TKN,0.2364,mg/L
DEP,BOY090,10,2022,TKN,0.4325,mg/L
DEP,JUP122,11,2022,TKN,0.1266,mg/L
DEP,BOY096,11,2022,TKN,0.02984,mg/L
DEP,BOY094,11,2022,TKN,0.03319,mg/L
DEP,BOY094,11,2022,TKN,0.02984,mg/L
DEP,PEV049,11,2022,TKN,0.02984,mg/L
DEP,BOY101,11,2022,TKN,0.02984,mg/L
DEP,ILW117,11,2022,TKN,0.02984,mg/L
DEP,ILW112,11,2022,TKN,0.02984,mg/L
DEP,GOC011,11,2022,TKN,0.03968,mg/L
DEP,ILW118,11,2022,TKN,0.02984,mg/L
DEP,ILW118,11,2022,TKN,0.02984,mg/L
DEP,BOY098,11,2022,TKN,0.03071,mg/L
DEP,HIL055,11,2022,TKN,0.02984,mg/L
DEP,HIL056,11,2022,TKN,0.02984,mg/L
DEP,HIL057,11,2022,TKN,0.09877,mg/L
DEP,HIL057,10,2022,TKN,0.1564,mg/L
DEP,PEV045,10,2022,TKN,0.04329,mg/L
DEP,HIL057,10,2022,TKN,0.06021,mg/L
DEP,BAK022,10,2022,TKN,0.06987,mg/L
DEP,BAK023,10,2022,TKN,0.0568,mg/L
DEP,STL171,11,2022,TKN,0.1614,mg/L
DEP,STL171,11,2022,TKN,0.1032,mg/L
DEP,STL167,11,2022,TKN,0.1289,mg/L
DEP,JUP127,11,2022,TKN,0.02984,mg/L
DEP,STL166,11,2022,TKN,0.142,mg/L
DEP,JUP120,11,2022,TKN,0.1895,mg/L
DEP,PEV040,11,2022,TKN,0.03826,mg/L
DEP,JUP124,10,2022,TKN,0.08142,mg/L
DEP,JUP123,11,2022,TKN,0.1423,mg/L
DEP,BAK024,11,2022,TKN,0.02984,mg/L
DEP,BAK032,11,2022,TKN,0.02984,mg/L
DEP,JUP123,10,2022,TKN,0.1816,mg/L
DEP,JUP125,10,2022,TKN,0.1089,mg/L
DEP,HIL059,11,2022,TKN,0.02984,mg/L
DEP,GOC013,10,2022,TKN,0.1261,mg/L
DEP,ILW116,10,2022,TKN,0.05783,mg/L
DEP,BOY100,11,2022,TKN,0.02984,mg/L
DEP,GOC002,11,2022,TKN,0.02984,mg/L
DEP,BOY096,11,2022,TKN,0.02984,mg/L
DEP,HIL050,11,2022,TKN,0.1441,mg/L
DEP,GOC003,11,2022,TKN,0.02984,mg/L
DEP,PEV043,11,2022,TKN,0.02984,mg/L
DEP,BOY093,10,2022,TKN,0.04111,mg/L
DEP,BOY095,10,2022,TKN,0.02984,mg/L
DEP,ILW116,10,2022,TKN,0.04787,mg/L
DEP,HIL059,11,2022,TKN,0.05489,mg/L
DEP,HIL057,11,2022,TKN,0.02984,mg/L
DEP,STL169,11,2022,TKN,0.1432,mg/L
DEP,HIL050,10,2022,TKN,0.2303,mg/L
DEP,HIL056,11,2022,TKN,0.02984,mg/L
DEP,HIL052,10,2022,TKN,0.07771,mg/L
DEP,PEV040,10,2022,TKN,0.02984,mg/L
DEP,PEV043,10,2022,TKN,0.04939,mg/L
DEP,BOC077,11,2022,TKN,0.02984,mg/L
DEP,BAK028,10,2022,TKN,0.03392,mg/L
DEP,HIL052,11,2022,TKN,0.02984,mg/L
DEP,ILW112,10,2022,TKN,0.02984,mg/L
DEP,GOC009,11,2022,TKN,0.02984,mg/L
DEP,BOC074,10,2022,TKN,0.05141,mg/L
DEP,STL172,11,2022,TKN,0.2099,mg/L
DEP,STL170,11,2022,TKN,0.1867,mg/L
DEP,GOC008,11,2022,TKN,0.02984,mg/L
DEP,BOY092,11,2022,TKN,0.02984,mg/L
DEP,BOY092,11,2022,TKN,0.02984,mg/L
DEP,HIL054,11,2022,TKN,0.02984,mg/L
DEP,HIL054,11,2022,TKN,0.02984,mg/L
DEP,HIL061,11,2022,TKN,0.06191,mg/L
DEP,HIL060,11,2022,TKN,0.3048,mg/L
DEP,ILW111,10,2022,TKN,0.1286,mg/L
DEP,JUP126,11,2022,TKN,0.02984,mg/L
DEP,GOC010,10,2022,TKN,0.0449,mg/L
DEP,BOC071,11,2022,TKN,0.02984,mg/L
DEP,BOC082,11,2022,TKN,0.02984,mg/L
DEP,HIL058,11,2022,TKN,0.02984,mg/L
DEP,HIL058,10,2022,TKN,0.0746,mg/L
DEP,JUP124,10,2022,TKN,0.1905,mg/L
DEP,JUP121,10,2022,TKN,0.1882,mg/L
DEP,JUP121,10,2022,TKN,0.1726,mg/L
DEP,ILW114,10,2022,TKN,0.03972,mg/L
DEP,BOC072,10,2022,TKN,0.0656,mg/L
DEP,BOC072,10,2022,TKN,0.06802,mg/L
DEP,BOY098,10,2022,TKN,0.05044,mg/L
